Site,LICOR_number,Patch,CO2_Flux,CO2_Flux_cell,CO2_Flux_chl.a,Temp_aq,Light,Volume,Cell_count,Chl.a,CO2_sample,CO2_reference,H2O_sample,H2O_reference,CO2_a,H2O_a,Flow,Light,CO2_match_time,H2O_match_time
Ptarmigan_Ridge,LI_45,Patch_1,0.000171608,3.37728E-11,0.000159896,3.74854,300.149,15,"338,750",0.07155,419.999,420.628,7.30987,6.83733,420.873,7.33767,399.951,300.149,6.4,6.6
Ptarmigan_Ridge,LI_45,Patch_1,0.000102876,2.02463E-11,9.5855E-05,3.78754,100.016,15,"338,750",0.07155,419.958,420.417,7.31221,6.83509,420.831,7.33999,400.058,100.016,10.4,10.6
Ptarmigan_Ridge,LI_45,Patch_1,-5.6036E-05,-1.1028E-11,-5.22115E-05,3.7775,0.0500071,15,"338,750",0.07155,419.929,419.989,7.32164,6.84875,420.802,7.34935,400.129,0.0500071,14.4,14.6
Ptarmigan_Ridge,LI_46,Patch_2,0.000261833,9.49962E-11,0.000233207,4.01311,3000.26,15,"183,750",0.07485,419.971,420.853,7.38521,6.8477,420.597,7.40605,400.001,3000.26,3.2,3.2
Ptarmigan_Ridge,LI_46,Patch_2,0.000261741,9.49626E-11,0.000233125,3.9923,2500.06,15,"183,750",0.07485,419.996,420.89,7.38265,6.81661,420.622,7.40351,399.911,2500.06,7.2,7.2
Ptarmigan_Ridge,LI_46,Patch_2,0.000324351,1.17678E-10,0.000288889,3.96948,1999.76,15,"183,750",0.07485,420.007,421.06,7.4015,6.82888,420.634,7.42221,400.086,1999.76,11.2,11.3
Ptarmigan_Ridge,LI_46,Patch_2,0.000197766,7.17519E-11,0.000176144,3.86684,1500.28,15,"183,750",0.07485,420.24,420.966,7.38899,6.83721,420.762,7.41039,401.642,1500.28,0.1,0.1
Ptarmigan_Ridge,LI_46,Patch_2,0.000246519,8.94402E-11,0.000219568,3.96606,1199.77,15,"183,750",0.07485,420.041,420.899,7.4109,6.84016,420.562,7.43213,399.885,1199.77,4.1,4.1
Ptarmigan_Ridge,LI_46,Patch_2,0.000345113,1.25211E-10,0.000307382,4.07641,900.077,15,"183,750",0.07485,419.911,421.016,7.41202,6.83967,420.433,7.43324,399.96,900.077,8.1,8.1
Ptarmigan_Ridge,LI_46,Patch_2,0.000286459,1.03931E-10,0.000255141,3.99532,599.965,15,"183,750",0.07485,419.964,420.922,7.40902,6.83728,420.485,7.43026,400.028,599.965,12.1,12.1
Ptarmigan_Ridge,LI_46,Patch_2,0.000242598,8.80173E-11,0.000216075,3.95549,299.718,15,"183,750",0.07485,419.972,420.819,7.4008,6.83231,420.477,7.42165,400.016,299.718,0.8,0.9
Ptarmigan_Ridge,LI_46,Patch_2,0.000104165,3.77922E-11,9.27764E-05,3.88516,100.108,15,"183,750",0.07485,419.964,420.465,7.38976,6.82134,420.469,7.4107,399.854,100.108,4.8,4.9
Ptarmigan_Ridge,LI_46,Patch_2,-0.00011772,-4.27101E-11,-0.000104849,3.84837,0.0500071,15,"183,750",0.07485,420.1,420.045,7.3704,6.80501,420.605,7.39149,400.021,0.0500071,8.9,8.9
Ptarmigan_Ridge,LI_47,Patch_3,0.000201521,4.24814E-11,0.000422476,4.00799,3000.06,15,"316,250",0.0318,419.953,420.694,7.3769,6.81584,420.402,7.39431,400.137,3000.06,2.3,2.4
Ptarmigan_Ridge,LI_47,Patch_3,0.000206278,4.34842E-11,0.000432449,3.96471,2499.42,15,"316,250",0.0318,419.981,420.741,7.38177,6.80449,420.43,7.39913,399.957,2499.42,6.4,6.4
Ptarmigan_Ridge,LI_47,Patch_3,0.000237684,5.01046E-11,0.000498289,3.8736,2000.38,15,"316,250",0.0318,419.975,420.817,7.36593,6.77974,420.424,7.38342,400.149,2000.38,10.4,10.4
Ptarmigan_Ridge,LI_47,Patch_3,0.000222231,4.68471E-11,0.000465893,3.83604,1499.99,15,"316,250",0.0318,420.02,420.824,7.33339,6.74654,420.469,7.35113,399.919,1499.99,14.4,14.4
Ptarmigan_Ridge,LI_47,Patch_3,0.000151505,3.19378E-11,0.00031762,3.81558,1200,15,"316,250",0.0318,420.072,420.695,7.32646,6.74928,420.458,7.34282,400.009,1200,3.1,3.1
Ptarmigan_Ridge,LI_47,Patch_3,0.000299232,6.30791E-11,0.00062732,3.80335,900.242,15,"316,250",0.0318,419.899,420.883,7.33827,6.78048,420.284,7.35454,400.014,900.242,7.2,7.2
Ptarmigan_Ridge,LI_47,Patch_3,0.000161699,3.40868E-11,0.000338992,3.80221,600.054,15,"316,250",0.0318,420.017,420.658,7.33071,6.77131,420.402,7.34704,399.941,600.054,11.2,11.2
Ptarmigan_Ridge,LI_47,Patch_3,0.000159373,3.35963E-11,0.000334115,3.78379,299.827,15,"316,250",0.0318,419.912,420.526,7.26652,6.75023,420.344,7.28317,402.846,299.827,0.1,0.1
Ptarmigan_Ridge,LI_47,Patch_3,0.000115477,2.4343E-11,0.00024209,3.78082,100.073,15,"316,250",0.0318,419.948,420.468,7.31405,6.76713,420.379,7.33033,400.087,100.073,4.1,4.1
Ptarmigan_Ridge,LI_47,Patch_3,-2.60516E-05,-5.49178E-12,-5.46156E-05,3.79236,0.0500071,15,"316,250",0.0318,419.954,420.122,7.31011,6.75901,420.385,7.32642,399.927,0.0500071,8.2,8.1
Ptarmigan_Ridge,LI_48,Patch_4,0.000346329,8.0659E-11,6.20996E-05,4.08309,3000.28,15,"286,250",0.3718,418.858,419.966,7.3306,6.75661,419.165,7.34392,400.009,3000.28,1.7,1.7
Ptarmigan_Ridge,LI_48,Patch_4,0.000376967,8.77943E-11,6.75931E-05,4.05326,2500.22,15,"286,250",0.3718,418.841,420.014,7.32864,6.78226,419.148,7.34197,399.98,2500.22,5.7,5.7
Ptarmigan_Ridge,LI_48,Patch_4,0.000370356,8.62548E-11,6.64078E-05,4.00762,1999.64,15,"286,250",0.3718,418.888,420.039,7.28531,6.75162,419.195,7.29897,400.038,1999.64,9.7,9.7
Ptarmigan_Ridge,LI_48,Patch_4,0.000345556,8.04789E-11,6.1961E-05,3.95227,1499.61,15,"286,250",0.3718,418.895,419.972,7.26363,6.75884,419.202,7.27746,399.95,1499.61,13.8,13.7
Ptarmigan_Ridge,LI_48,Patch_4,0.000311284,7.2497E-11,5.58157E-05,3.89435,1199.78,15,"286,250",0.3718,418.97,419.948,7.25168,6.77833,419.28,7.26329,399.989,1199.78,2.5,2.5
Ptarmigan_Ridge,LI_48,Patch_4,0.000330201,7.69026E-11,5.92076E-05,3.85644,900.065,15,"286,250",0.3718,418.96,419.977,7.21536,6.76127,419.27,7.22724,400.063,900.065,6.5,6.5
Ptarmigan_Ridge,LI_48,Patch_4,0.000312791,7.28479E-11,5.60858E-05,3.82609,599.987,15,"286,250",0.3718,419.004,419.969,7.213,6.77903,419.314,7.2249,400.068,599.987,10.6,10.5
Ptarmigan_Ridge,LI_48,Patch_4,0.000188657,4.39376E-11,3.38277E-05,3.81064,300.351,15,"286,250",0.3718,419.277,419.927,7.1772,6.75469,419.588,7.18937,400.061,300.351,14.6,14.6
Ptarmigan_Ridge,LI_48,Patch_4,5.16528E-05,1.20298E-11,9.26175E-06,3.8184,99.8543,15,"286,250",0.3718,419.681,419.982,7.1599,6.75329,420.013,7.1725,400.028,99.8543,3.2,3.2
Ptarmigan_Ridge,LI_48,Patch_4,-0.000138146,-3.21737E-11,-2.47706E-05,3.80856,0.0500071,15,"286,250",0.3718,420.139,419.956,7.16062,6.77725,420.471,7.17322,400.155,0.0500071,7.2,7.2
Ptarmigan_Ridge,LI_49,Patch_5,0.000399089,5.36139E-11,0.000125234,3.62859,2999.68,15,"496,250",0.21245,419.999,421.208,7.30243,6.80435,420.252,7.31352,399.781,2999.68,5,20.6
Ptarmigan_Ridge,LI_49,Patch_5,0.000391693,5.26204E-11,0.000122913,3.75464,2500,15,"496,250",0.21245,420,421.193,7.30098,6.79531,420.253,7.31208,400.072,2500,9,24.6
Ptarmigan_Ridge,LI_49,Patch_5,0.000393958,5.29247E-11,0.000123624,3.83014,2000.38,15,"496,250",0.21245,419.989,421.19,7.30133,6.79114,420.242,7.31242,399.897,2000.38,13,28.6
Ptarmigan_Ridge,LI_49,Patch_5,0.000384905,5.17084E-11,0.000120783,3.86739,1499.9,15,"496,250",0.21245,420.019,421.195,7.28199,6.77667,420.292,7.29356,400.026,1499.9,2.3,2.3
Ptarmigan_Ridge,LI_49,Patch_5,0.000374108,5.0258E-11,0.000117395,3.94616,1200.49,15,"496,250",0.21245,420.039,421.19,7.28257,6.77231,420.312,7.29413,400.073,1200.49,6.3,6.3
Ptarmigan_Ridge,LI_49,Patch_5,0.000394019,5.29328E-11,0.000123643,3.9472,900.242,15,"496,250",0.21245,420.016,421.218,7.26787,6.75542,420.289,7.27955,399.943,900.242,10.3,10.4
Ptarmigan_Ridge,LI_49,Patch_5,0.000458411,6.15834E-11,0.000143849,3.93178,600.2,15,"496,250",0.21245,419.869,421.229,7.27157,6.76602,420.142,7.28322,399.947,600.2,14.4,14.4
Ptarmigan_Ridge,LI_49,Patch_5,0.000254759,3.42246E-11,7.99433E-05,3.88805,299.995,15,"496,250",0.21245,420.026,420.878,7.26136,6.75258,420.211,7.2738,400.102,299.995,3.1,3.1
Ptarmigan_Ridge,LI_49,Patch_5,5.34236E-05,7.17697E-12,1.67643E-05,3.86865,99.702,15,"496,250",0.21245,420.03,420.374,7.28945,6.79226,420.215,7.30168,399.782,99.702,7.1,7.1
Ptarmigan_Ridge,LI_49,Patch_5,-0.000103756,-1.39387E-11,-3.25585E-05,3.83854,0.0500071,15,"496,250",0.21245,420.01,419.961,7.2769,6.77954,420.195,7.28923,399.942,0.0500071,11.1,11.2
Ptarmigan_Ridge,LI_50,Patch_6,0.000158756,5.8393E-11,4.22757E-05,3.98544,2999.19,15,"181,250",0.25035,419.997,420.597,7.31155,6.83166,420.243,7.32418,399.926,2999.19,5.3,5.3
Ptarmigan_Ridge,LI_50,Patch_6,0.000164188,6.03911E-11,4.37223E-05,3.97416,2500.34,15,"181,250",0.25035,420.028,420.646,7.32804,6.83768,420.274,7.34055,399.957,2500.34,9.3,9.3
Ptarmigan_Ridge,LI_50,Patch_6,0.000128915,4.74169E-11,3.43292E-05,3.93939,2000.33,15,"181,250",0.25035,420.026,420.557,7.32057,6.8272,420.272,7.33313,400.054,2000.33,13.4,13.3
Ptarmigan_Ridge,LI_50,Patch_6,0.000216045,7.9465E-11,5.75315E-05,3.90628,1500.16,15,"181,250",0.25035,419.984,420.732,7.30209,6.81066,420.219,7.31483,400.018,1500.16,2.1,2.1
Ptarmigan_Ridge,LI_50,Patch_6,0.000206211,7.58479E-11,5.49128E-05,3.86313,1199.82,15,"181,250",0.25035,419.958,420.682,7.28986,6.79705,420.194,7.30269,400.006,1199.82,6.1,6.1
Ptarmigan_Ridge,LI_50,Patch_6,0.000147786,5.43582E-11,3.93546E-05,3.86038,899.8,15,"181,250",0.25035,419.986,420.563,7.27923,6.78855,420.222,7.29215,400.06,899.8,10.2,10.2
Ptarmigan_Ridge,LI_50,Patch_6,0.000132889,4.88788E-11,3.53876E-05,3.94725,600.143,15,"181,250",0.25035,420.046,420.585,7.26579,6.77724,420.281,7.27881,399.926,600.143,14.2,14.2
Ptarmigan_Ridge,LI_50,Patch_6,0.000126059,4.63667E-11,3.35688E-05,3.95314,299.898,15,"181,250",0.25035,420.029,420.548,7.2387,6.75683,420.312,7.25263,400.03,299.898,2.9,2.9
Ptarmigan_Ridge,LI_50,Patch_6,2.32395E-05,8.54785E-12,6.18853E-06,3.92223,100.173,15,"181,250",0.25035,420.041,420.298,7.22316,6.75304,420.324,7.23721,400.035,100.173,6.9,6.9
Ptarmigan_Ridge,LI_50,Patch_6,-3.11901E-05,-1.14722E-11,-8.30574E-06,3.88425,0.0500071,15,"181,250",0.25035,419.948,420.069,7.21862,6.74823,420.231,7.23271,399.998,0.0500071,10.9,10.9
Twin_Sisters,LI_39,Patch_1,7.53638E-05,3.58875E-11,8.6625E-05,4.0593,3000.36,15,"140,000",0.058,419.971,420.412,7.37631,6.77938,420.185,7.38846,399.927,3000.36,6.5,28.1
Twin_Sisters,LI_39,Patch_1,5.14771E-05,2.45129E-11,5.9169E-05,4.01801,2500.49,15,"140,000",0.058,420.047,420.426,7.34667,6.75515,420.327,7.3599,399.993,2500.49,1.8,1.8
Twin_Sisters,LI_39,Patch_1,7.99623E-05,3.80773E-11,9.19107E-05,3.97131,2000.12,15,"140,000",0.058,420.002,420.454,7.34744,6.75165,420.282,7.36066,399.982,2000.12,5.8,5.8
Twin_Sisters,LI_39,Patch_1,0.000110552,5.26439E-11,0.000127071,3.9436,1500.04,15,"140,000",0.058,419.965,420.486,7.33331,6.75504,420.245,7.34663,400.04,1500.04,9.9,9.8
Twin_Sisters,LI_39,Patch_1,6.59086E-05,3.13851E-11,7.5757E-05,3.92138,1200.16,15,"140,000",0.058,420.037,420.447,7.33218,6.75274,420.317,7.34551,399.892,1200.16,13.9,13.8
Twin_Sisters,LI_39,Patch_1,9.80472E-05,4.66891E-11,0.000112698,3.919,900.095,15,"140,000",0.058,419.936,420.414,7.34054,6.79008,420.228,7.35325,399.976,900.095,2.5,2.6
Twin_Sisters,LI_39,Patch_1,8.08622E-05,3.85058E-11,9.29451E-05,3.86863,600.258,15,"140,000",0.058,419.978,420.414,7.33502,6.78233,420.27,7.34777,399.977,600.258,6.5,6.6
Twin_Sisters,LI_39,Patch_1,6.07791E-06,2.89424E-12,6.98611E-06,3.83241,299.894,15,"140,000",0.058,419.994,420.24,7.31704,6.7715,420.285,7.32993,400.189,299.894,10.6,10.6
Twin_Sisters,LI_39,Patch_1,-7.79434E-06,-3.71159E-12,-8.95902E-06,3.81535,100.22,15,"140,000",0.058,420.007,420.217,7.30264,6.76024,420.299,7.31564,399.963,100.22,14.6,14.6
Twin_Sisters,LI_39,Patch_1,-5.29032E-05,-2.5192E-11,-6.08083E-05,3.79883,0.0500071,15,"140,000",0.058,419.938,420.037,7.30976,6.76314,420.12,7.32226,400.064,0.0500071,3.3,3.2
Twin_Sisters,LI_38,Patch_2,3.94608E-05,7.51635E-11,4.19908E-05,4.06502,2999.93,15,"35,000",0.06265,420.029,420.367,7.39058,6.82495,420.319,7.40236,400.008,2999.93,3.2,3.2
Twin_Sisters,LI_38,Patch_2,6.68449E-05,1.27324E-10,7.11305E-05,4.00937,2499.72,15,"35,000",0.06265,419.982,420.39,7.3891,6.81965,420.271,7.40089,400.123,2499.72,7.2,7.2
Twin_Sisters,LI_38,Patch_2,4.71109E-05,8.97351E-11,5.01313E-05,3.98727,1999.72,15,"35,000",0.06265,420,420.361,7.38694,6.81224,420.289,7.39875,399.822,1999.72,11.2,11.2
Twin_Sisters,LI_38,Patch_2,7.85926E-05,1.497E-10,8.36313E-05,3.96794,1500.2,15,"35,000",0.06265,419.969,420.415,7.3799,6.79038,420.275,7.39062,399.801,1500.2,0.5,0.4
Twin_Sisters,LI_38,Patch_2,8.01134E-05,1.52597E-10,8.52497E-05,3.95328,1199.98,15,"35,000",0.06265,419.969,420.421,7.3518,6.75674,420.274,7.36273,400.082,1199.98,4.5,4.4
Twin_Sisters,LI_38,Patch_2,2.82978E-05,5.39006E-11,3.01121E-05,3.94388,899.958,15,"35,000",0.06265,420.06,420.375,7.32608,6.74891,420.366,7.33721,399.886,899.958,8.6,8.5
Twin_Sisters,LI_38,Patch_2,1.25911E-05,2.3983E-11,1.33983E-05,4.02837,599.862,15,"35,000",0.06265,420.01,420.282,7.33258,6.76412,420.316,7.34366,400.003,599.862,12.6,12.5
Twin_Sisters,LI_38,Patch_2,9.02641E-06,1.71932E-11,9.60512E-06,4.17838,300.099,15,"35,000",0.06265,419.89,420.143,7.34346,6.79868,420.141,7.35712,400.105,300.099,1.3,1.3
Twin_Sisters,LI_38,Patch_2,-2.13543E-05,-4.06748E-11,-2.27233E-05,4.04978,99.939,15,"35,000",0.06265,420.026,420.205,7.32241,6.77316,420.277,7.33623,399.885,99.939,5.3,5.3
Twin_Sisters,LI_38,Patch_2,-6.06569E-05,-1.15537E-10,-6.45458E-05,3.93603,0.0500071,15,"35,000",0.06265,420.022,420.095,7.27286,6.74195,420.273,7.28706,400.039,0.0500071,9.3,9.3
Twin_Sisters,LI_37,Patch_3,5.44513E-05,8.29734E-11,6.4823E-05,4.15858,3000.37,15,"43,750",0.056,420.02,420.399,7.40449,6.83064,420.592,7.41303,399.867,3000.37,9.6,25.3
Twin_Sisters,LI_37,Patch_3,6.99781E-05,1.06633E-10,8.33073E-05,3.97086,2499.49,15,"43,750",0.056,420.023,420.451,7.44376,6.84569,420.595,7.452,400.074,2499.49,13.6,29.3
Twin_Sisters,LI_37,Patch_3,1.45923E-05,2.22359E-11,1.73718E-05,3.81192,1999.81,15,"43,750",0.056,420,420.299,7.44108,6.8207,420.429,7.4499,399.931,1999.81,3.1,3
Twin_Sisters,LI_37,Patch_3,-6.51465E-05,-9.92708E-11,-7.75553E-05,3.68936,1499.86,15,"43,750",0.056,420.046,420.145,7.42286,6.80401,420.475,7.43182,399.943,1499.86,7.1,7
Twin_Sisters,LI_37,Patch_3,3.85361E-05,5.87217E-11,4.58764E-05,3.58751,1200.04,15,"43,750",0.056,419.932,420.285,7.38823,6.78148,420.361,7.39746,400.127,1200.04,11.1,11.1
Twin_Sisters,LI_37,Patch_3,-2.03181E-05,-3.09609E-11,-2.41882E-05,3.66546,899.872,15,"43,750",0.056,420.016,420.22,7.36435,6.76245,420.441,7.37606,400.884,899.872,0.1,0.1
Twin_Sisters,LI_37,Patch_3,2.37285E-06,3.61576E-12,2.82482E-06,3.74062,600.135,15,"43,750",0.056,419.967,420.229,7.35205,6.7468,420.391,7.36386,399.984,600.135,4.2,4.1
Twin_Sisters,LI_37,Patch_3,-1.23401E-05,-1.8804E-11,-1.46906E-05,3.68661,299.908,15,"43,750",0.056,420.004,420.227,7.35541,6.75546,420.428,7.3672,400.023,299.908,8.2,8.1
Twin_Sisters,LI_37,Patch_3,1.6194E-06,2.46766E-12,1.92786E-06,3.64708,99.8974,15,"43,750",0.056,419.962,420.214,7.35523,6.76916,420.386,7.36701,399.938,99.8974,12.2,12.2
Twin_Sisters,LI_37,Patch_3,-1.47179E-05,-2.24272E-11,-1.75213E-05,3.64601,0.0500071,15,"43,750",0.056,419.91,420.122,7.33384,6.74569,420.311,7.34542,400,0.0500071,0.9,0.9
Twin_Sisters,LI_36,Patch_4,-1.03571E-06,-6.34915E-13,-1.64202E-06,4.16414,2999.55,15,"108,750",0.04205,420.066,420.282,7.43201,6.91551,420.881,7.44909,400.096,2999.55,8.7,29.1
Twin_Sisters,LI_36,Patch_4,-5.4589E-05,-3.34645E-11,-8.65462E-05,4.08098,2499.84,15,"108,750",0.04205,420.068,420.184,7.4565,6.85994,420.641,7.47521,399.983,2499.84,2.8,2.8
Twin_Sisters,LI_36,Patch_4,-1.0668E-06,-6.53975E-13,-1.69131E-06,4.01347,1999.95,15,"108,750",0.04205,419.967,420.22,7.52395,6.91975,420.539,7.54213,399.895,1999.95,6.8,6.8
Twin_Sisters,LI_36,Patch_4,5.18289E-05,3.17725E-11,8.21703E-05,3.94897,1500.1,15,"108,750",0.04205,419.97,420.345,7.54542,6.9654,420.542,7.56343,400.047,1500.1,10.8,10.8
Twin_Sisters,LI_36,Patch_4,3.9623E-05,2.429E-11,6.28189E-05,3.88885,1200.25,15,"108,750",0.04205,419.997,420.332,7.61355,7.05603,420.57,7.63101,400.043,1200.25,14.8,14.8
Twin_Sisters,LI_36,Patch_4,-1.34118E-05,-8.22179E-12,-2.12633E-05,3.85489,900.345,15,"108,750",0.04205,420.02,420.212,7.6531,7.12023,420.509,7.66872,399.849,900.345,2.9,3.2
Twin_Sisters,LI_36,Patch_4,8.81393E-06,5.40317E-12,1.39737E-05,3.8219,599.962,15,"108,750",0.04205,420.04,420.282,7.71319,7.19355,420.529,7.72833,400.019,599.962,6.9,7.2
Twin_Sisters,LI_36,Patch_4,1.63773E-05,1.00397E-11,2.59649E-05,3.79993,299.727,15,"108,750",0.04205,420.014,420.265,7.75334,7.25711,420.503,7.76815,399.956,299.727,10.9,11.3
Twin_Sisters,LI_36,Patch_4,-2.32176E-05,-1.4233E-11,-3.68095E-05,3.76331,99.9122,15,"108,750",0.04205,420.025,420.172,7.81038,7.3261,420.513,7.82471,400.228,99.9122,15,15.3
Twin_Sisters,LI_36,Patch_4,-9.55431E-05,-5.85705E-11,-0.000151475,3.78891,0.0500071,15,"108,750",0.04205,420.081,420.043,7.87246,7.39802,420.522,7.88196,399.955,0.0500071,3.2,3.2
Twin_Sisters,LI_35,Patch_5,0.000215142,2.60779E-10,0.000276889,4.15413,2999.79,15,"55,000",0.0518,420.05,420.815,7.37488,6.83832,420.843,7.39891,399.935,2999.79,7.4,6
Twin_Sisters,LI_35,Patch_5,0.000230718,2.79658E-10,0.000296934,4.10812,2499.62,15,"55,000",0.0518,419.998,420.801,7.39024,6.85554,420.791,7.41415,400.027,2499.62,11.5,10
Twin_Sisters,LI_35,Patch_5,0.000194134,2.35314E-10,0.00024985,4.05054,1999.47,15,"55,000",0.0518,419.913,420.633,7.37473,6.82053,420.477,7.39781,399.818,1999.47,0.4,0.4
Twin_Sisters,LI_35,Patch_5,0.000148894,1.80478E-10,0.000191627,3.98378,1500.13,15,"55,000",0.0518,419.984,420.58,7.34453,6.81605,420.548,7.36784,399.818,1500.13,4.4,4.4
Twin_Sisters,LI_35,Patch_5,0.000184505,2.23642E-10,0.000237458,3.91045,1200.02,15,"55,000",0.0518,419.97,420.644,7.33246,6.82994,420.534,7.35586,399.882,1200.02,8.4,8.4
Twin_Sisters,LI_35,Patch_5,0.000155221,1.88147E-10,0.00019977,3.86485,899.989,15,"55,000",0.0518,420.041,420.63,7.30978,6.83496,420.605,7.33335,399.965,899.989,12.5,12.5
Twin_Sisters,LI_35,Patch_5,0.00015739,1.90775E-10,0.000202561,3.86934,599.74,15,"55,000",0.0518,420.05,420.645,7.30839,6.83229,420.605,7.33293,399.931,599.74,1.2,1.2
Twin_Sisters,LI_35,Patch_5,9.7023E-05,1.17604E-10,0.000124869,3.83179,299.72,15,"55,000",0.0518,420.022,420.454,7.30102,6.85327,420.577,7.32561,400.009,299.72,5.2,5.2
Twin_Sisters,LI_35,Patch_5,2.65319E-06,3.21598E-12,3.41465E-06,3.81691,99.9182,15,"55,000",0.0518,419.957,420.15,7.28029,6.83974,420.511,7.30504,400.111,99.9182,9.2,9.2
Twin_Sisters,LI_35,Patch_5,-7.48544E-05,-9.07326E-11,-9.63377E-05,3.8046,0.0500071,15,"55,000",0.0518,419.983,419.982,7.26013,6.82013,420.538,7.28504,399.983,0.0500071,13.2,13.3
Twin_Sisters,LI_34,Patch_6,0.00018423,3.2752E-10,0.000236647,4.38512,3000.05,15,"37,500",0.0519,420.03,421.057,8.17205,6.83443,421.278,8.19982,400.039,3000.05,9.6,9.5
Twin_Sisters,LI_34,Patch_6,0.000242842,4.31719E-10,0.000311936,4.36153,2499.85,15,"37,500",0.0519,420.015,421.086,7.95365,6.8579,421.263,7.9833,400.017,2499.85,13.6,13.5
Twin_Sisters,LI_34,Patch_6,0.000184595,3.28169E-10,0.000237116,4.25387,1999.39,15,"37,500",0.0519,419.986,420.821,7.67549,6.79311,421.003,7.70333,399.949,1999.39,2.4,2.4
Twin_Sisters,LI_34,Patch_6,0.000166866,2.96651E-10,0.000214343,4.19859,1500.4,15,"37,500",0.0519,420.078,420.787,7.4876,6.79786,421.095,7.51695,400.092,1500.4,6.4,6.4
Twin_Sisters,LI_34,Patch_6,0.000203699,3.62131E-10,0.000261655,4.12857,1200.01,15,"37,500",0.0519,419.974,420.717,7.34806,6.79546,420.991,7.3785,400.033,1200.01,10.4,10.4
Twin_Sisters,LI_34,Patch_6,0.000252,4.48E-10,0.000323699,4.14482,900.055,15,"37,500",0.0519,420.031,420.858,7.28837,6.82317,421.048,7.31927,399.894,900.055,14.4,14.4
Twin_Sisters,LI_34,Patch_6,0.000200658,3.56726E-10,0.00025775,4.06462,599.878,15,"37,500",0.0519,420.018,420.688,7.24154,6.84334,420.815,7.2697,400.093,599.878,3.1,3.2
Twin_Sisters,LI_34,Patch_6,8.31295E-05,1.47786E-10,0.000106782,4.05228,299.984,15,"37,500",0.0519,419.921,420.294,7.21586,6.82542,420.717,7.24421,399.941,299.984,7.2,7.2
Twin_Sisters,LI_34,Patch_6,-1.91579E-05,-3.40584E-11,-2.46087E-05,4.06593,99.8569,15,"37,500",0.0519,420.03,420.141,7.22472,6.84913,420.827,7.253,399.896,99.8569,11.2,11.2
Twin_Sisters,LI_34,Patch_6,-0.000110783,-1.96948E-10,-0.000142303,4.01567,0.0500071,15,"37,500",0.0519,420.012,419.888,7.19848,6.83928,420.746,7.22386,401.443,0.0500071,0.1,0.1
Watson,LI_26,Patch_1,6.75179E-05,3.75099E-11,8.4292E-05,4.07014,2999.78,15,"120,000",0.0534,420.051,420.581,7.7,6.84675,420.907,7.71261,399.963,2999.78,9.4,22.9
Watson,LI_26,Patch_1,0.000175085,9.72697E-11,0.000218584,4.02345,2500.01,15,"120,000",0.0534,420.037,420.862,7.7672,6.85271,420.892,7.77926,399.854,2500.01,13.4,26.9
Watson,LI_26,Patch_1,0.00010954,6.08553E-11,0.000136753,3.95528,1999.85,15,"120,000",0.0534,419.948,420.625,7.77965,6.8272,420.536,7.79336,399.948,1999.85,2.2,2.1
Watson,LI_26,Patch_1,0.000140575,7.8097E-11,0.000175499,3.9989,1500.42,15,"120,000",0.0534,419.955,420.714,7.78579,6.82282,420.544,7.79946,400.016,1500.42,6.2,6.2
Watson,LI_26,Patch_1,0.000113505,6.30581E-11,0.000141704,3.96809,1199.84,15,"120,000",0.0534,419.963,420.654,7.76601,6.80392,420.552,7.77984,399.952,1199.84,10.2,10.2
Watson,LI_26,Patch_1,0.000126036,7.00198E-11,0.000157348,3.91178,900.222,15,"120,000",0.0534,420.022,420.742,7.75082,6.79422,420.611,7.76477,400.026,900.222,14.2,14.2
Watson,LI_26,Patch_1,0.000116674,6.48191E-11,0.000145661,3.8981,599.934,15,"120,000",0.0534,419.993,420.687,7.72113,6.77059,420.549,7.73513,400.017,599.934,3,3
Watson,LI_26,Patch_1,8.44772E-05,4.69318E-11,0.000105465,3.84917,299.962,15,"120,000",0.0534,420.056,420.665,7.68876,6.74885,420.612,7.70302,400.127,299.962,7,7
Watson,LI_26,Patch_1,-1.36827E-05,-7.60147E-12,-1.7082E-05,3.80968,99.9322,15,"120,000",0.0534,420.113,420.47,7.6705,6.74646,420.669,7.68491,400.055,99.9322,11,11
Watson,LI_26,Patch_1,-7.70728E-05,-4.28182E-11,-9.62208E-05,3.81732,0.0500071,15,"120,000",0.0534,420.006,420.194,7.66311,6.76371,420.561,7.67759,400.024,0.0500071,15,15
Watson,LI_32,Patch_2,0.000200671,1.20253E-10,9.3065E-05,3.91343,3000.44,15,"111,250",0.14375,419.963,420.78,7.49965,6.75447,420.393,7.51271,399.993,3000.44,11,11.6
Watson,LI_32,Patch_2,0.000125196,7.50237E-11,5.80618E-05,3.84636,2499.64,15,"111,250",0.14375,420.041,420.657,7.48444,6.76459,420.429,7.49662,402.102,2499.64,0.1,0.1
Watson,LI_32,Patch_2,0.000193073,1.15699E-10,8.9541E-05,3.84076,1999.95,15,"111,250",0.14375,419.994,420.783,7.47347,6.74983,420.382,7.48573,399.913,1999.95,4.1,4.1
Watson,LI_32,Patch_2,0.000196667,1.17853E-10,9.12079E-05,3.81126,1499.98,15,"111,250",0.14375,419.967,420.758,7.48338,6.77622,420.354,7.49556,399.911,1499.98,8.2,8.1
